,test,stat,p,h0,x_label,y_label,model
0,shapiro_stat,0.9462332725524902,0.00047247065231204033,cpp - that the data was drawn from normal distribution,javascript,cpp,javascript
1,dagostino_stat,8.7180262425385,0.012791004593193041,cpp - that the data was drawn from normal distribution,javascript,cpp,javascript
0,t_test_one_sided,33.39741271838059,1.2134122851419164e-68,javascript is not greater than cpp,javascript,cpp,javascript
0,wilcoxon,5050.0,1.9477304626949193e-18,javascript is not greater than cpp,javascript,cpp,javascript
0,shapiro_stat,0.9842829704284668,0.2816219925880432,javascript - that the data was drawn from normal distribution,javascript,java,javascript
1,dagostino_stat,2.2825900767966436,0.31940511197495525,javascript - that the data was drawn from normal distribution,javascript,java,javascript
0,shapiro_stat,0.9937238693237305,0.9276387095451355,java - that the data was drawn from normal distribution,javascript,java,javascript
1,dagostino_stat,0.7863223151049255,0.6749199703707006,java - that the data was drawn from normal distribution,javascript,java,javascript
0,t_test_one_sided,31.999788449226084,5.1231875918921925e-71,javascript is not greater than java,javascript,java,javascript
0,wilcoxon,5050.0,1.9477304626949193e-18,javascript is not greater than java,javascript,java,javascript
0,shapiro_stat,0.9842829704284668,0.2816219925880432,javascript - that the data was drawn from normal distribution,javascript,php,javascript
1,dagostino_stat,2.2825900767966436,0.31940511197495525,javascript - that the data was drawn from normal distribution,javascript,php,javascript
0,shapiro_stat,0.9467547535896301,0.0005102638970129192,php - that the data was drawn from normal distribution,javascript,php,javascript
1,dagostino_stat,39.12702259579287,3.1891503681543033e-09,php - that the data was drawn from normal distribution,javascript,php,javascript
0,t_test_one_sided,60.52047107842831,7.877613446271927e-87,javascript is not greater than php,javascript,php,javascript
0,wilcoxon,5050.0,1.9477304626949193e-18,javascript is not greater than php,javascript,php,javascript
0,shapiro_stat,0.9842829704284668,0.2816219925880432,javascript - that the data was drawn from normal distribution,javascript,python,javascript
1,dagostino_stat,2.2825900767966436,0.31940511197495525,javascript - that the data was drawn from normal distribution,javascript,python,javascript
0,shapiro_stat,0.9763476252555847,0.06880930811166763,python - that the data was drawn from normal distribution,javascript,python,javascript
1,dagostino_stat,7.340737396949256,0.025467078542477345,python - that the data was drawn from normal distribution,javascript,python,javascript
0,t_test_one_sided,76.27460445769911,6.910170054018025e-110,javascript is not greater than python,javascript,python,javascript
0,wilcoxon,5050.0,1.9477304626949193e-18,javascript is not greater than python,javascript,python,javascript
0,shapiro_stat,0.9836680293083191,0.25361180305480957,php - that the data was drawn from normal distribution,php,cpp,php
1,dagostino_stat,4.525992582188083,0.10403828827596866,php - that the data was drawn from normal distribution,php,cpp,php
0,shapiro_stat,0.9607689380645752,0.004563949536532164,cpp - that the data was drawn from normal distribution,php,cpp,php
1,dagostino_stat,5.90980388214705,0.05208376760390478,cpp - that the data was drawn from normal distribution,php,cpp,php
0,t_test_one_sided,36.46072361986254,5.706291892227065e-72,php is not greater than cpp,php,cpp,php
0,wilcoxon,5050.0,1.9476205883528185e-18,php is not greater than cpp,php,cpp,php
0,shapiro_stat,0.9836680293083191,0.25361180305480957,php - that the data was drawn from normal distribution,php,java,php
1,dagostino_stat,4.525992582188083,0.10403828827596866,php - that the data was drawn from normal distribution,php,java,php
0,shapiro_stat,0.983985424041748,0.26775139570236206,java - that the data was drawn from normal distribution,php,java,php
1,dagostino_stat,1.460515517046831,0.48178478994800633,java - that the data was drawn from normal distribution,php,java,php
0,t_test_one_sided,22.46494474611246,1.5502768380421328e-49,php is not greater than java,php,java,php
0,wilcoxon,5033.0,3.2509695094399477e-18,php is not greater than java,php,java,php
0,shapiro_stat,0.9836680293083191,0.25361180305480957,php - that the data was drawn from normal distribution,php,javascript,php
1,dagostino_stat,4.525992582188083,0.10403828827596866,php - that the data was drawn from normal distribution,php,javascript,php
0,shapiro_stat,0.959491491317749,0.0036997331771999598,javascript - that the data was drawn from normal distribution,php,javascript,php
1,dagostino_stat,6.222320447116026,0.04454923826866272,javascript - that the data was drawn from normal distribution,php,javascript,php
0,t_test_one_sided,25.017151047446067,3.307062405738091e-51,php is not greater than javascript,php,javascript,php
0,wilcoxon,5049.0,2.007398803176777e-18,php is not greater than javascript,php,javascript,php
0,shapiro_stat,0.9836680293083191,0.25361180305480957,php - that the data was drawn from normal distribution,php,python,php
1,dagostino_stat,4.525992582188083,0.10403828827596866,php - that the data was drawn from normal distribution,php,python,php
0,shapiro_stat,0.9910136461257935,0.7460534572601318,python - that the data was drawn from normal distribution,php,python,php
1,dagostino_stat,1.526561988563145,0.46613453058314314,python - that the data was drawn from normal distribution,php,python,php
0,t_test_one_sided,84.60204472014588,2.4440439144885258e-127,php is not greater than python,php,python,php
0,wilcoxon,5050.0,1.9476205883528185e-18,php is not greater than python,php,python,php
0,shapiro_stat,0.9942899346351624,0.9523522257804871,python - that the data was drawn from normal distribution,python,cpp,python
1,dagostino_stat,0.09738834966107428,0.9524723751866846,python - that the data was drawn from normal distribution,python,cpp,python
0,shapiro_stat,0.984216034412384,0.2784498631954193,cpp - that the data was drawn from normal distribution,python,cpp,python
1,dagostino_stat,3.3247953981677756,0.1896836301573408,cpp - that the data was drawn from normal distribution,python,cpp,python
0,t_test_one_sided,8.827641780115577,1.2934371483719273e-14,python is not greater than cpp,python,cpp,python
0,wilcoxon,4482.0,8.552422129172934e-12,python is not greater than cpp,python,cpp,python
0,shapiro_stat,0.9942899346351624,0.9523522257804871,python - that the data was drawn from normal distribution,python,java,python
1,dagostino_stat,0.09738834966107428,0.9524723751866846,python - that the data was drawn from normal distribution,python,java,python
0,shapiro_stat,0.9749443531036377,0.05341845750808716,java - that the data was drawn from normal distribution,python,java,python
1,dagostino_stat,3.5593752460196835,0.1686908341741252,java - that the data was drawn from normal distribution,python,java,python
0,t_test_one_sided,-36.56132110932623,1.0,python is not greater than java,python,java,python
0,wilcoxon,0.0,1.0,python is not greater than java,python,java,python
0,shapiro_stat,0.9942899346351624,0.9523522257804871,python - that the data was drawn from normal distribution,python,javascript,python
1,dagostino_stat,0.09738834966107428,0.9524723751866846,python - that the data was drawn from normal distribution,python,javascript,python
0,shapiro_stat,0.9669411778450012,0.012957440689206123,javascript - that the data was drawn from normal distribution,python,javascript,python
1,dagostino_stat,9.431502548653057,0.008953137277433573,javascript - that the data was drawn from normal distribution,python,javascript,python
0,t_test_one_sided,-14.340675470080223,1.0,python is not greater than javascript,python,javascript,python
0,wilcoxon,178.0,0.9999999999999997,python is not greater than javascript,python,javascript,python
0,shapiro_stat,0.9942899346351624,0.9523522257804871,python - that the data was drawn from normal distribution,python,php,python
1,dagostino_stat,0.09738834966107428,0.9524723751866846,python - that the data was drawn from normal distribution,python,php,python
0,shapiro_stat,0.9620838761329651,0.005677241366356611,php - that the data was drawn from normal distribution,python,php,python
1,dagostino_stat,5.574839157665571,0.06157991118033562,php - that the data was drawn from normal distribution,python,php,python
0,t_test_one_sided,9.910724272106203,4.128018129737251e-17,python is not greater than php,python,php,python
0,wilcoxon,4720.0,2.2246053080983205e-14,python is not greater than php,python,php,python
