,train_samples,params,perf_train_runtime,model_size,seed,train_frac,index,man_validation_samples_cpp_researcher_1,classification_report_cpp_researcher_1,macro_f1_cpp_researcher_1,roc-auc_cpp_researcher_1,perf_predict_runtime_cpp_researcher_1,timeit_runtime_cpp_researcher_1,man_validation_samples_cpp_researcher_2,classification_report_cpp_researcher_2,macro_f1_cpp_researcher_2,roc-auc_cpp_researcher_2,perf_predict_runtime_cpp_researcher_2,timeit_runtime_cpp_researcher_2
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.8811945319903316,5.6098349609375,906,12500,0,5416,"{""artifact"": {""precision"": 0.9782426778242678, ""recall"": 0.9457928802588996, ""f1-score"": 0.9617441382147264, ""support"": 3708}, ""text"": {""precision"": 0.8902239213544512, ""recall"": 0.9543325526932084, ""f1-score"": 0.9211641706696807, ""support"": 1708}, ""accuracy"": 0.9484859675036927, ""macro avg"": {""precision"": 0.9342332995893594, ""recall"": 0.950062716476054, ""f1-score"": 0.9414541544422035, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9504849163673905, ""recall"": 0.9484859675036927, ""f1-score"": 0.9489467629254098, ""support"": 5416}}",0.9414541544422035,0.9500627164760541,0.45734613499371335,0.4581174235994695,5418,"{""artifact"": {""precision"": 0.976899526857779, ""recall"": 0.9438020973379941, ""f1-score"": 0.9600656455142232, ""support"": 3719}, ""text"": {""precision"": 0.8854794520547945, ""recall"": 0.9511477339611536, ""f1-score"": 0.9171396140749148, ""support"": 1699}, ""accuracy"": 0.9461055740125508, ""macro avg"": {""precision"": 0.9311894894562868, ""recall"": 0.9474749156495739, ""f1-score"": 0.9386026297945691, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9482316222637829, ""recall"": 0.9461055740125508, ""f1-score"": 0.9466047139130079, ""support"": 5418}}",0.9386026297945691,0.947474915649574,0.4615482189983595,0.46280110960069576
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.976372416000231,5.43923828125,808,12500,1,5416,"{""artifact"": {""precision"": 0.9808935094127564, ""recall"": 0.9414778856526429, ""f1-score"": 0.9607816155222237, ""support"": 3708}, ""text"": {""precision"": 0.8831448572967151, ""recall"": 0.9601873536299765, ""f1-score"": 0.9200561009817672, ""support"": 1708}, ""accuracy"": 0.9473781388478582, ""macro avg"": {""precision"": 0.9320191833547358, ""recall"": 0.9508326196413097, ""f1-score"": 0.9404188582519954, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9500673096686282, ""recall"": 0.9473781388478582, ""f1-score"": 0.9479383402572495, ""support"": 5416}}",0.9404188582519954,0.9508326196413097,0.4578003860078752,0.4594645911987755,5418,"{""artifact"": {""precision"": 0.9789562289562289, ""recall"": 0.9381554181231514, ""f1-score"": 0.9581216531649046, ""support"": 3719}, ""text"": {""precision"": 0.8759439050701187, ""recall"": 0.9558563861094762, ""f1-score"": 0.9141570503799605, ""support"": 1699}, ""accuracy"": 0.9437061646363972, ""macro avg"": {""precision"": 0.9274500670131738, ""recall"": 0.9470059021163137, ""f1-score"": 0.9361393517724326, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9466531764862214, ""recall"": 0.9437061646363972, ""f1-score"": 0.9443350418449306, ""support"": 5418}}",0.9361393517724326,0.9470059021163137,0.4621528340067016,0.4618336514002294
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",3.1041519499995047,5.5819921875,166,12500,2,5416,"{""artifact"": {""precision"": 0.9775910364145658, ""recall"": 0.9412081984897519, ""f1-score"": 0.959054685353119, ""support"": 3708}, ""text"": {""precision"": 0.8819068255687974, ""recall"": 0.9531615925058547, ""f1-score"": 0.916150815981992, ""support"": 1708}, ""accuracy"": 0.9449778434268833, ""macro avg"": {""precision"": 0.9297489309916815, ""recall"": 0.9471848954978033, ""f1-score"": 0.9376027506675555, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9474158827726581, ""recall"": 0.9449778434268833, ""f1-score"": 0.9455244399901417, ""support"": 5416}}",0.9376027506675555,0.9471848954978034,0.4574411830108147,0.4555233003004105,5418,"{""artifact"": {""precision"": 0.9751466070929908, ""recall"": 0.9389620865824146, ""f1-score"": 0.9567123287671234, ""support"": 3719}, ""text"": {""precision"": 0.8764289602612956, ""recall"": 0.9476162448499117, ""f1-score"": 0.9106334841628959, ""support"": 1699}, ""accuracy"": 0.9416758951642673, ""macro avg"": {""precision"": 0.9257877836771432, ""recall"": 0.9432891657161632, ""f1-score"": 0.9336729064650097, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9441902981289726, ""recall"": 0.9416758951642673, ""f1-score"": 0.9422627243037454, ""support"": 5418}}",0.9336729064650097,0.9432891657161632,0.4604441769915866,0.46014897939894583
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.8958009490015684,5.4391748046875,706,12500,3,5416,"{""artifact"": {""precision"": 0.979137299126022, ""recall"": 0.9366235167206041, ""f1-score"": 0.957408683666437, ""support"": 3708}, ""text"": {""precision"": 0.8742643124665597, ""recall"": 0.9566744730679156, ""f1-score"": 0.9136147609728822, ""support"": 1708}, ""accuracy"": 0.9429468242245199, ""macro avg"": {""precision"": 0.9267008057962909, ""recall"": 0.9466489948942598, ""f1-score"": 0.9355117223196596, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9460643557703422, ""recall"": 0.9429468242245199, ""f1-score"": 0.9435977494048803, ""support"": 5416}}",0.9355117223196596,0.9466489948942598,0.45463987698894925,0.4554719569001463,5418,"{""artifact"": {""precision"": 0.9766328828828829, ""recall"": 0.9327776283947298, ""f1-score"": 0.9542016228854353, ""support"": 3719}, ""text"": {""precision"": 0.8660235798499464, ""recall"": 0.9511477339611536, ""f1-score"": 0.9065918653576438, ""support"": 1699}, ""accuracy"": 0.9385382059800664, ""macro avg"": {""precision"": 0.9213282313664146, ""recall"": 0.9419626811779417, ""f1-score"": 0.9303967441215395, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9419475366567922, ""recall"": 0.9385382059800664, ""f1-score"": 0.9392719480903602, ""support"": 5418}}",0.9303967441215395,0.9419626811779417,0.45861548600078095,0.46013390320003966
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.8300782019941835,5.5846064453125,721,12500,4,5416,"{""artifact"": {""precision"": 0.9788123780317814, ""recall"": 0.9468716289104638, ""f1-score"": 0.9625771076079506, ""support"": 3708}, ""text"": {""precision"": 0.8922908693275013, ""recall"": 0.955503512880562, ""f1-score"": 0.922815945716709, ""support"": 1708}, ""accuracy"": 0.9495937961595273, ""macro avg"": {""precision"": 0.9355516236796414, ""recall"": 0.9511875708955129, ""f1-score"": 0.9426965266623297, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9515267914610815, ""recall"": 0.9495937961595273, ""f1-score"": 0.9500379524177288, ""support"": 5416}}",0.9426965266623297,0.9511875708955129,0.4592474420060171,0.4586445886990987,5418,"{""artifact"": {""precision"": 0.9761044734648513, ""recall"": 0.9446087657972573, ""f1-score"": 0.9600983875375786, ""support"": 3719}, ""text"": {""precision"": 0.8867509620670698, ""recall"": 0.9493819894055326, ""f1-score"": 0.9169982944855031, ""support"": 1699}, ""accuracy"": 0.9461055740125508, ""macro avg"": {""precision"": 0.9314277177659606, ""recall"": 0.946995377601395, ""f1-score"": 0.9385483410115408, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9480846108098437, ""recall"": 0.9461055740125508, ""f1-score"": 0.9465828729389303, ""support"": 5418}}",0.9385483410115408,0.9469953776013948,0.46397999199689366,0.463195370399626
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",3.0166687949968036,5.499826171875,986,12500,5,5416,"{""artifact"": {""precision"": 0.9804141018466704, ""recall"": 0.9449838187702265, ""f1-score"": 0.9623729744575666, ""support"": 3708}, ""text"": {""precision"": 0.8892508143322475, ""recall"": 0.9590163934426229, ""f1-score"": 0.9228169014084506, ""support"": 1708}, ""accuracy"": 0.9494091580502215, ""macro avg"": {""precision"": 0.9348324580894589, ""recall"": 0.9520001061064247, ""f1-score"": 0.9425949379330086, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9516646751342195, ""recall"": 0.9494091580502215, ""f1-score"": 0.9498984964723579, ""support"": 5416}}",0.9425949379330086,0.9520001061064247,0.4553845139889745,0.4571796629999881,5418,"{""artifact"": {""precision"": 0.976536312849162, ""recall"": 0.9400376445280989, ""f1-score"": 0.957939443759419, ""support"": 3719}, ""text"": {""precision"": 0.8786724700761698, ""recall"": 0.9505591524426134, ""f1-score"": 0.9132032796154933, ""support"": 1699}, ""accuracy"": 0.9433370247323736, ""macro avg"": {""precision"": 0.9276043914626659, ""recall"": 0.9452983984853561, ""f1-score"": 0.9355713616874561, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9458477434746116, ""recall"": 0.9433370247323736, ""f1-score"": 0.9439108828733854, ""support"": 5418}}",0.9355713616874561,0.9452983984853561,0.46478382000350393,0.4603383156005293
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.789349692000542,5.4496259765625,306,12500,6,5416,"{""artifact"": {""precision"": 0.9751622918430708, ""recall"": 0.9317691477885652, ""f1-score"": 0.9529720038615362, ""support"": 3708}, ""text"": {""precision"": 0.8649225840896957, ""recall"": 0.9484777517564403, ""f1-score"": 0.9047752024574142, ""support"": 1708}, ""accuracy"": 0.9370384047267356, ""macro avg"": {""precision"": 0.9200424379663832, ""recall"": 0.9401234497725028, ""f1-score"": 0.9288736031594752, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9403968891763861, ""recall"": 0.9370384047267356, ""f1-score"": 0.9377725694453176, ""support"": 5416}}",0.9288736031594752,0.9401234497725027,0.4548936130013317,0.4570771305996459,5418,"{""artifact"": {""precision"": 0.9732394366197183, ""recall"": 0.9290131755848346, ""f1-score"": 0.9506121887467327, ""support"": 3719}, ""text"": {""precision"": 0.8586723768736617, ""recall"": 0.9440847557386698, ""f1-score"": 0.8993552004485562, ""support"": 1699}, ""accuracy"": 0.9337393872277593, ""macro avg"": {""precision"": 0.91595590674669, ""recall"": 0.9365489656617523, ""f1-score"": 0.9249836945976444, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9373129998333488, ""recall"": 0.9337393872277593, ""f1-score"": 0.9345387994668136, ""support"": 5418}}",0.9249836945976444,0.9365489656617523,0.4597992569906637,0.45988151550118345
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",3.0586458159959875,5.6895439453125,825,12500,7,5416,"{""artifact"": {""precision"": 0.9792659008125525, ""recall"": 0.9425566343042071, ""f1-score"": 0.960560670606019, ""support"": 3708}, ""text"": {""precision"": 0.8846778559826746, ""recall"": 0.9566744730679156, ""f1-score"": 0.9192686357243318, ""support"": 1708}, ""accuracy"": 0.9470088626292467, ""macro avg"": {""precision"": 0.9319718783976135, ""recall"": 0.9496155536860613, ""f1-score"": 0.9399146531651754, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9494364361579308, ""recall"": 0.9470088626292467, ""f1-score"": 0.9475387364151177, ""support"": 5416}}",0.9399146531651754,0.9496155536860613,0.4577670940052485,0.458880746801151,5418,"{""artifact"": {""precision"": 0.9762237762237762, ""recall"": 0.9384243076095725, ""f1-score"": 0.9569509185632026, ""support"": 3719}, ""text"": {""precision"": 0.8757460661964189, ""recall"": 0.949970570924073, ""f1-score"": 0.9113495200451722, ""support"": 1699}, ""accuracy"": 0.9420450350682908, ""macro avg"": {""precision"": 0.9259849212100976, ""recall"": 0.9441974392668228, ""f1-score"": 0.9341502193041874, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9447155389892838, ""recall"": 0.9420450350682908, ""f1-score"": 0.9426510337196932, ""support"": 5418}}",0.9341502193041874,0.9441974392668228,0.4627201279945439,0.4618954983990989
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.930762186006177,5.519765625,580,12500,8,5416,"{""artifact"": {""precision"": 0.979988726042841, ""recall"": 0.9377022653721683, ""f1-score"": 0.9583792723263507, ""support"": 3708}, ""text"": {""precision"": 0.8763383297644539, ""recall"": 0.9584309133489461, ""f1-score"": 0.9155480984340043, ""support"": 1708}, ""accuracy"": 0.9442392909896603, ""macro avg"": {""precision"": 0.9281635279036475, ""recall"": 0.9480665893605572, ""f1-score"": 0.9369636853801775, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9473013411012817, ""recall"": 0.9442392909896603, ""f1-score"": 0.9448719523470065, ""support"": 5416}}",0.9369636853801775,0.9480665893605572,0.4571724579873262,0.45672923289967005,5418,"{""artifact"": {""precision"": 0.9775028121484814, ""recall"": 0.9346598547996773, ""f1-score"": 0.9556013745704466, ""support"": 3719}, ""text"": {""precision"": 0.8694951664876477, ""recall"": 0.9529134785167745, ""f1-score"": 0.9092951418140972, ""support"": 1699}, ""accuracy"": 0.9403839055001846, ""macro avg"": {""precision"": 0.9234989893180645, ""recall"": 0.943786666658226, ""f1-score"": 0.932448258192272, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9436333049543588, ""recall"": 0.9403839055001846, ""f1-score"": 0.941080464741536, ""support"": 5418}}",0.932448258192272,0.943786666658226,0.460138584006927,0.4605589436003356
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.9497173620038666,5.649080078125,1000,12500,9,5416,"{""artifact"": {""precision"": 0.9817518248175182, ""recall"": 0.9430960086299892, ""f1-score"": 0.9620357634112792, ""support"": 3708}, ""text"": {""precision"": 0.8861920172599784, ""recall"": 0.961943793911007, ""f1-score"": 0.9225154407636159, ""support"": 1708}, ""accuracy"": 0.94903988183161, ""macro avg"": {""precision"": 0.9339719210387483, ""recall"": 0.9525199012704981, ""f1-score"": 0.9422756020874475, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9516159032317948, ""recall"": 0.94903988183161, ""f1-score"": 0.9495725597402658, ""support"": 5416}}",0.9422756020874475,0.9525199012704981,0.45646688499255106,0.45898175229958726,5418,"{""artifact"": {""precision"": 0.9806451612903225, ""recall"": 0.9400376445280989, ""f1-score"": 0.959912136188907, ""support"": 3719}, ""text"": {""precision"": 0.8796546141392336, ""recall"": 0.9593878752207181, ""f1-score"": 0.9177927927927928, ""support"": 1699}, ""accuracy"": 0.9461055740125508, ""macro avg"": {""precision"": 0.930149887714778, ""recall"": 0.9497127598744085, ""f1-score"": 0.9388524644908499, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9489761063605144, ""recall"": 0.9461055740125508, ""f1-score"": 0.9467041693321337, ""support"": 5418}}",0.9388524644908499,0.9497127598744084,0.4629732729954412,0.4615925910999067
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.052863146993332,9.4958076171875,424,25000,0,5416,"{""artifact"": {""precision"": 0.9823331463825014, ""recall"": 0.9447141316073355, ""f1-score"": 0.9631564476216663, ""support"": 3708}, ""text"": {""precision"": 0.8891891891891892, ""recall"": 0.9631147540983607, ""f1-score"": 0.9246767847105115, ""support"": 1708}, ""accuracy"": 0.9505169867060561, ""macro avg"": {""precision"": 0.9357611677858453, ""recall"": 0.9539144428528481, ""f1-score"": 0.9439166161660889, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9529590919352751, ""recall"": 0.9505169867060561, ""f1-score"": 0.9510214283727275, ""support"": 5416}}",0.9439166161660889,0.9539144428528482,0.4618119939987082,0.46262248849961907,5418,"{""artifact"": {""precision"": 0.978735310576385, ""recall"": 0.9405754235009411, ""f1-score"": 0.9592760180995474, ""support"": 3719}, ""text"": {""precision"": 0.8801518438177874, ""recall"": 0.9552678045909359, ""f1-score"": 0.9161727349703641, ""support"": 1699}, ""accuracy"": 0.9451827242524917, ""macro avg"": {""precision"": 0.9294435771970861, ""recall"": 0.9479216140459386, ""f1-score"": 0.9377243765349558, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9478210783831665, ""recall"": 0.9451827242524917, ""f1-score"": 0.9457595031426479, ""support"": 5418}}",0.9377243765349558,0.9479216140459384,0.4665931250056019,0.4661438046008698
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",6.799005501001375,9.459552734375,310,25000,1,5416,"{""artifact"": {""precision"": 0.981403212172443, ""recall"": 0.9393203883495146, ""f1-score"": 0.9599007854485324, ""support"": 3708}, ""text"": {""precision"": 0.8794858061060525, ""recall"": 0.9613583138173302, ""f1-score"": 0.9186013986013987, ""support"": 1708}, ""accuracy"": 0.9462703101920237, ""macro avg"": {""precision"": 0.9304445091392477, ""recall"": 0.9503393510834224, ""f1-score"": 0.9392510920249655, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9492623463006936, ""recall"": 0.9462703101920237, ""f1-score"": 0.9468765327279075, ""support"": 5416}}",0.9392510920249655,0.9503393510834224,0.46138382000208367,0.4609433348989114,5418,"{""artifact"": {""precision"": 0.9808935094127564, ""recall"": 0.9386931970959935, ""f1-score"": 0.9593294861225611, ""support"": 3719}, ""text"": {""precision"": 0.8773534158149543, ""recall"": 0.9599764567392584, ""f1-score"": 0.9168071950534007, ""support"": 1699}, ""accuracy"": 0.9453672942045035, ""macro avg"": {""precision"": 0.9291234626138554, ""recall"": 0.9493348269176259, ""f1-score"": 0.9380683405879808, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9484249566215667, ""recall"": 0.9453672942045035, ""f1-score"": 0.9459951611822688, ""support"": 5418}}",0.9380683405879808,0.9493348269176259,0.4642725000012433,0.4638357289004489
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.072413178990246,9.5954287109375,792,25000,2,5416,"{""artifact"": {""precision"": 0.98110586273965, ""recall"": 0.9522653721682848, ""f1-score"": 0.9664705077323116, ""support"": 3708}, ""text"": {""precision"": 0.9025866813428729, ""recall"": 0.9601873536299765, ""f1-score"": 0.9304964539007091, ""support"": 1708}, ""accuracy"": 0.9547636632200887, ""macro avg"": {""precision"": 0.9418462720412615, ""recall"": 0.9562263628991307, ""f1-score"": 0.9484834808165103, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9563439052385984, ""recall"": 0.9547636632200887, ""f1-score"": 0.9551256621000411, ""support"": 5416}}",0.9484834808165103,0.9562263628991307,0.46018423000350595,0.45942769809917083,5418,"{""artifact"": {""precision"": 0.9792070973107846, ""recall"": 0.9497176660392579, ""f1-score"": 0.9642369642369643, ""support"": 3719}, ""text"": {""precision"": 0.8967421314191054, ""recall"": 0.9558563861094762, ""f1-score"": 0.9253561253561253, ""support"": 1699}, ""accuracy"": 0.9516426725729051, ""macro avg"": {""precision"": 0.937974614364945, ""recall"": 0.952787026074367, ""f1-score"": 0.9447965447965447, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9533473747102008, ""recall"": 0.9516426725729051, ""f1-score"": 0.9520445417086243, ""support"": 5418}}",0.9447965447965447,0.9527870260743672,0.4637334789877059,0.46281195799965646
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.226022497998201,9.5015966796875,135,25000,3,5416,"{""artifact"": {""precision"": 0.9822635135135135, ""recall"": 0.9409385113268608, ""f1-score"": 0.9611570247933884, ""support"": 3708}, ""text"": {""precision"": 0.8825107296137339, ""recall"": 0.9631147540983607, ""f1-score"": 0.9210526315789475, ""support"": 1708}, ""accuracy"": 0.9479320531757754, ""macro avg"": {""precision"": 0.9323871215636237, ""recall"": 0.9520266327126108, ""f1-score"": 0.9411048281861679, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9508052869808651, ""recall"": 0.9479320531757754, ""f1-score"": 0.948509627524137, ""support"": 5416}}",0.9411048281861679,0.9520266327126108,0.4593886959919473,0.4592324376993929,5418,"{""artifact"": {""precision"": 0.9800393590104021, ""recall"": 0.9373487496638881, ""f1-score"": 0.9582188015393073, ""support"": 3719}, ""text"": {""precision"": 0.8747984954325632, ""recall"": 0.9582107121836374, ""f1-score"": 0.9146067415730337, ""support"": 1699}, ""accuracy"": 0.943890734588409, ""macro avg"": {""precision"": 0.9274189272214826, ""recall"": 0.9477797309237628, ""f1-score"": 0.9364127715561705, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9470374713731285, ""recall"": 0.943890734588409, ""f1-score"": 0.9445427421294329, ""support"": 5418}}",0.9364127715561705,0.9477797309237628,0.46814333299698774,0.46572562590008604
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",6.422011252012453,9.374787109375,676,25000,4,5416,"{""artifact"": {""precision"": 0.981746700365066, ""recall"": 0.9428263214670982, ""f1-score"": 0.9618929701472004, ""support"": 3708}, ""text"": {""precision"": 0.8857142857142857, ""recall"": 0.961943793911007, ""f1-score"": 0.922256525399944, ""support"": 1708}, ""accuracy"": 0.9488552437223042, ""macro avg"": {""precision"": 0.9337304930396758, ""recall"": 0.9523850576890527, ""f1-score"": 0.9420747477735723, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9514617365128627, ""recall"": 0.9488552437223042, ""f1-score"": 0.9493931459913079, ""support"": 5416}}",0.9420747477735723,0.9523850576890527,0.46475141900009476,0.46306910639978016,5418,"{""artifact"": {""precision"": 0.9795288839035333, ""recall"": 0.9392309760688357, ""f1-score"": 0.9589567604667124, ""support"": 3719}, ""text"": {""precision"": 0.8779697624190065, ""recall"": 0.9570335491465568, ""f1-score"": 0.9157983666572796, ""support"": 1699}, ""accuracy"": 0.9448135843484681, ""macro avg"": {""precision"": 0.9287493231612699, ""recall"": 0.9481322626076962, ""f1-score"": 0.9373775635619961, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9476815329618186, ""recall"": 0.9448135843484681, ""f1-score"": 0.9454229636630531, ""support"": 5418}}",0.9373775635619961,0.9481322626076962,0.47073958499822766,0.46843801719951444
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",6.70979106699815,9.412365234375,429,25000,5,5416,"{""artifact"": {""precision"": 0.979465541490858, ""recall"": 0.9390507011866235, ""f1-score"": 0.9588324383863416, ""support"": 3708}, ""text"": {""precision"": 0.8785599140247179, ""recall"": 0.9572599531615925, ""f1-score"": 0.9162230316615299, ""support"": 1708}, ""accuracy"": 0.9447932053175776, ""macro avg"": {""precision"": 0.929012727757788, ""recall"": 0.948155327174108, ""f1-score"": 0.9375277350239357, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9476437520314474, ""recall"": 0.9447932053175776, ""f1-score"": 0.9453950553202451, ""support"": 5416}}",0.9375277350239357,0.9481553271741079,0.4577009700005874,0.45819918100023643,5418,"{""artifact"": {""precision"": 0.9778338945005611, ""recall"": 0.937079860177467, ""f1-score"": 0.9570232047233282, ""support"": 3719}, ""text"": {""precision"": 0.8737864077669902, ""recall"": 0.9535020600353149, ""f1-score"": 0.911905432029271, ""support"": 1699}, ""accuracy"": 0.9422296050203027, ""macro avg"": {""precision"": 0.9258101511337757, ""recall"": 0.945290960106391, ""f1-score"": 0.9344643183762996, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9452062311634744, ""recall"": 0.9422296050203027, ""f1-score"": 0.9428749773687318, ""support"": 5418}}",0.9344643183762996,0.9452909601063909,0.461625363008352,0.4623883581996779
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.428362432008726,9.36676171875,986,25000,6,5416,"{""artifact"": {""precision"": 0.9814293753517164, ""recall"": 0.9406688241639698, ""f1-score"": 0.9606169099421646, ""support"": 3708}, ""text"": {""precision"": 0.8818474758324383, ""recall"": 0.9613583138173302, ""f1-score"": 0.9198879551820728, ""support"": 1708}, ""accuracy"": 0.9471935007385525, ""macro avg"": {""precision"": 0.9316384255920773, ""recall"": 0.95101356899065, ""f1-score"": 0.9402524325621187, ""support"": 5416}, ""weighted avg"": {""precision"": 0.950025039240393, ""recall"": 0.9471935007385525, ""f1-score"": 0.9477725497630218, ""support"": 5416}}",0.9402524325621187,0.9510135689906499,0.46194717701291665,0.4597947567992378,5418,"{""artifact"": {""precision"": 0.9789621318373072, ""recall"": 0.9384243076095725, ""f1-score"": 0.958264689730917, ""support"": 3719}, ""text"": {""precision"": 0.8764166216945494, ""recall"": 0.9558563861094762, ""f1-score"": 0.9144144144144144, ""support"": 1699}, ""accuracy"": 0.943890734588409, ""macro avg"": {""precision"": 0.9276893767659282, ""recall"": 0.9471403468595243, ""f1-score"": 0.9363395520726657, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9468054648508646, ""recall"": 0.943890734588409, ""f1-score"": 0.9445139297156462, ""support"": 5418}}",0.9363395520726657,0.9471403468595244,0.4607646580116125,0.4622385982002015
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.395492657989962,9.5182451171875,443,25000,7,5416,"{""artifact"": {""precision"": 0.9798770262716602, ""recall"": 0.9455231930960086, ""f1-score"": 0.9623936316222894, ""support"": 3708}, ""text"": {""precision"": 0.8900979325353645, ""recall"": 0.9578454332552693, ""f1-score"": 0.9227298364354203, ""support"": 1708}, ""accuracy"": 0.9494091580502215, ""macro avg"": {""precision"": 0.9349874794035123, ""recall"": 0.951684313175639, ""f1-score"": 0.9425617340288548, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9515641215261665, ""recall"": 0.9494091580502215, ""f1-score"": 0.9498851821800492, ""support"": 5416}}",0.9425617340288548,0.951684313175639,0.46354414300003555,0.46187159959954444,5418,"{""artifact"": {""precision"": 0.9776723416131733, ""recall"": 0.9419198709330465, ""f1-score"": 0.959463160777869, ""support"": 3719}, ""text"": {""precision"": 0.8822888283378747, ""recall"": 0.9529134785167745, ""f1-score"": 0.9162422184493493, ""support"": 1699}, ""accuracy"": 0.9453672942045035, ""macro avg"": {""precision"": 0.929980584975524, ""recall"": 0.9474166747249105, ""f1-score"": 0.9378526896136091, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9477615647481433, ""recall"": 0.9453672942045035, ""f1-score"": 0.9459097497376042, ""support"": 5418}}",0.9378526896136091,0.9474166747249105,0.47063680199789815,0.46828505320008845
