,Unnamed: 0,Unnamed: 0.1,target1,doc1,origin,Unnamed: 0,Unnamed: 0.1,target2,doc2,origin
1464,1464.0,9.0,1.0,请使用上面的链接来创建新的 issue。如果不是用上述工具创建的 issue 会被自动关闭。,vuejs_vue_issues_9013,1464.0,9.0,0.0,请使用上面的链接来创建新的 issue。如果不是用上述工具创建的 issue 会被自动关闭。,vuejs_vue_issues_9013
1469,1469.0,14.0,0.0,👉  https://www.patreon.com/evanyou,vuejs_vue_issues_9013,1469.0,14.0,1.0,👉  https://www.patreon.com/evanyou,vuejs_vue_issues_9013
1470,1470.0,15.0,0.0,👉  https://opencollective.com/vuejs/donate,vuejs_vue_issues_9013,1470.0,15.0,1.0,👉  https://opencollective.com/vuejs/donate,vuejs_vue_issues_9013
1472,1472.0,17.0,1.0,尤大你好，请问template和jsx能不能混写在一个template里 v-jsx 标签代表了是jsx组件，这样在methods或data里定义一个方法，return一个jsx写法的标签模块，那么也会被填充到template里渲染成组件,vuejs_vue_issues_9013,1472.0,17.0,0.0,尤大你好，请问template和jsx能不能混写在一个template里 v-jsx 标签代表了是jsx组件，这样在methods或data里定义一个方法，return一个jsx写法的标签模块，那么也会被填充到template里渲染成组件,vuejs_vue_issues_9013
1565,1565.0,13.0,0.0,Run `$ yarn add bootstrap`,yarnpkg_yarn_issues_1186,1565.0,13.0,1.0,Run `$ yarn add bootstrap`,yarnpkg_yarn_issues_1186
1612,1612.0,10.0,1.0,Web API .config:,axios_axios_issues_3060,1612.0,10.0,0.0,Web API .config:,axios_axios_issues_3060
1643,1643.0,6.0,1.0,jshttp,expressjs_express_issues_4705,1643.0,6.0,0.0,jshttp,expressjs_express_issues_4705
1644,1644.0,7.0,1.0,pillarjs,expressjs_express_issues_4705,1644.0,7.0,0.0,pillarjs,expressjs_express_issues_4705
1645,1645.0,8.0,1.0,express,expressjs_express_issues_4705,1645.0,8.0,0.0,express,expressjs_express_issues_4705
1697,1697.0,21.0,1.0,* [V8 5.7 removes support for the old protocol](https://github.com/nodejs/node/issues/9789),nodejs_node_issues_11421,1697.0,21.0,0.0,* [V8 5.7 removes support for the old protocol](https://github.com/nodejs/node/issues/9789),nodejs_node_issues_11421
1698,1698.0,22.0,1.0,* [Issue: Port debugger to new protocol](https://github.com/nodejs/node/issues/7266),nodejs_node_issues_11421,1698.0,22.0,0.0,* [Issue: Port debugger to new protocol](https://github.com/nodejs/node/issues/7266),nodejs_node_issues_11421
1699,1699.0,23.0,1.0,* [`node-inspect` repository](https://github.com/nodejs/node-inspect),nodejs_node_issues_11421,1699.0,23.0,0.0,* [`node-inspect` repository](https://github.com/nodejs/node-inspect),nodejs_node_issues_11421
1700,1700.0,24.0,1.0,* [Meeting notes of initial diagnostics discussion](https://docs.google.com/document/d/1ksAjU0ypopwZ70kzMOq7XSHrIh20wsOlcFicGbkNly8/edit#heading=h.1gq3yj9rs3ma),nodejs_node_issues_11421,1700.0,24.0,0.0,* [Meeting notes of initial diagnostics discussion](https://docs.google.com/document/d/1ksAjU0ypopwZ70kzMOq7XSHrIh20wsOlcFicGbkNly8/edit#heading=h.1gq3yj9rs3ma),nodejs_node_issues_11421
1701,1701.0,25.0,1.0,* [Diagnostics WG discussion at node interactive](https://github.com/nodejs/diagnostics/blob/master/wg-meetings/2016-12-02.md#cli-debugger),nodejs_node_issues_11421,1701.0,25.0,0.0,* [Diagnostics WG discussion at node interactive](https://github.com/nodejs/diagnostics/blob/master/wg-meetings/2016-12-02.md#cli-debugger),nodejs_node_issues_11421
1702,1702.0,26.0,1.0,* [`nodejs/CTC` issue](https://github.com/nodejs/CTC/issues/40),nodejs_node_issues_11421,1702.0,26.0,0.0,* [`nodejs/CTC` issue](https://github.com/nodejs/CTC/issues/40),nodejs_node_issues_11421
1703,1703.0,27.0,1.0,* [Discussion in CTC meeting](https://docs.google.com/document/d/1s1yJ1lhPuRhis12l6h21wvoPCuorgciFrPKEKG4olvE/edit#heading=h.42en2gnc3w38),nodejs_node_issues_11421,1703.0,27.0,0.0,* [Discussion in CTC meeting](https://docs.google.com/document/d/1s1yJ1lhPuRhis12l6h21wvoPCuorgciFrPKEKG4olvE/edit#heading=h.42en2gnc3w38),nodejs_node_issues_11421
1704,1704.0,28.0,1.0,* [Old tracking issue](https://github.com/nodejs/diagnostics/issues/67),nodejs_node_issues_11421,1704.0,28.0,0.0,* [Old tracking issue](https://github.com/nodejs/diagnostics/issues/67),nodejs_node_issues_11421
2239,2239.0,35.0,0.0,A few comments on the changes:,h5bp_html5-boilerplate_issues_620,2239.0,35.0,1.0,A few comments on the changes:,h5bp_html5-boilerplate_issues_620
2240,2240.0,36.0,0.0,"- no need for group capturing on the `RewriteRule` _Pattern_ nor in the `RewriteCond` _CondPattern_, as in the _Substitution_ we use the server variables (`%{HTTP_HOST}`, `%{REQUEST_URI}`). ",h5bp_html5-boilerplate_issues_620,2240.0,36.0,1.0,"- no need for group capturing on the `RewriteRule` _Pattern_ nor in the `RewriteCond` _CondPattern_, as in the _Substitution_ we use the server variables (`%{HTTP_HOST}`, `%{REQUEST_URI}`). ",h5bp_html5-boilerplate_issues_620
2241,2241.0,37.0,0.0,"  May this bring a (probably tiny, unnoticeable) performance, as there is no need to capture anything, but we use already existing variables?",h5bp_html5-boilerplate_issues_620,2241.0,37.0,1.0,"  May this bring a (probably tiny, unnoticeable) performance, as there is no need to capture anything, but we use already existing variables?",h5bp_html5-boilerplate_issues_620
2242,2242.0,38.0,0.0,"  Also, it seems more readable, less cryptic than the `%1/$1` version.",h5bp_html5-boilerplate_issues_620,2242.0,38.0,1.0,"  Also, it seems more readable, less cryptic than the `%1/$1` version.",h5bp_html5-boilerplate_issues_620
2243,2243.0,39.0,0.0,"- it won't rewrite subdomains. That is, it only rewrite domain.com to www.domain.com, but keep intact other subdomains (dev.domain.com, stage.domain.com, forum.domain.com, etc). For this to work, you need to comment/uncomment/adapt the optional lines I've added.",h5bp_html5-boilerplate_issues_620,2243.0,39.0,1.0,"- it won't rewrite subdomains. That is, it only rewrite domain.com to www.domain.com, but keep intact other subdomains (dev.domain.com, stage.domain.com, forum.domain.com, etc). For this to work, you need to comment/uncomment/adapt the optional lines I've added.",h5bp_html5-boilerplate_issues_620
2318,2318.0,0.0,1.0,NameError: variable @dl-horizontal-offset is undefined,twbs_bootstrap_issues_14277,2318.0,0.0,0.0,NameError: variable @dl-horizontal-offset is undefined,twbs_bootstrap_issues_14277
2344,2344.0,9.0,0.0,- [ ] r87,mrdoob_three.js_issues_12332,2344.0,9.0,1.0,- [ ] r87,mrdoob_three.js_issues_12332
2345,2345.0,10.0,0.0,- [ ] ...,mrdoob_three.js_issues_12332,2345.0,10.0,1.0,- [ ] ...,mrdoob_three.js_issues_12332
2407,2407.0,0.0,1.0,墙内为啥不能访问 name.github.io,hexojs_hexo_issues_3181,2407.0,0.0,0.0,墙内为啥不能访问 name.github.io,hexojs_hexo_issues_3181
2410,2410.0,3.0,1.0,在墙外好好的，墙内就无法访问，有人也碰到这状况吗,hexojs_hexo_issues_3181,2410.0,3.0,0.0,在墙外好好的，墙内就无法访问，有人也碰到这状况吗,hexojs_hexo_issues_3181
2412,2412.0,1.0,1.0,没有解析 ##header这种标签。不是<h /> 而是<p />,hexojs_hexo_issues_1586,2412.0,1.0,0.0,没有解析 ##header这种标签。不是<h /> 而是<p />,hexojs_hexo_issues_1586
2421,2421.0,4.0,0.0,3. `pane:split-right-and-copy-active-item`.,atom_atom_issues_12498,2421.0,4.0,1.0,3. `pane:split-right-and-copy-active-item`.,atom_atom_issues_12498
2441,2441.0,24.0,0.0,Uncaught Error: Pane has been destroyed,atom_atom_issues_12498,2441.0,24.0,1.0,Uncaught Error: Pane has been destroyed,atom_atom_issues_12498
2804,2804.0,46.0,0.0,🚨 Build failed.,parcel-bundler_parcel_issues_4919,2804.0,46.0,1.0,🚨 Build failed.,parcel-bundler_parcel_issues_4919
2872,2872.0,11.0,1.0,-->,nodejs_node_issues_8477,2872.0,11.0,0.0,-->,nodejs_node_issues_8477
2939,2939.0,2.0,1.0,"> the parent Node.js project does not release DEB packages, it only provides tarballs on release. The popular NodeSource DEB repository is not official, so this image should not depend on it.",nodejs_node_issues_9496,2939.0,2.0,0.0,"> the parent Node.js project does not release DEB packages, it only provides tarballs on release. The popular NodeSource DEB repository is not official, so this image should not depend on it.",nodejs_node_issues_9496
3072,3072.0,18.0,0.0,vue-cli-service build  --target wc --name openlayers-vue ./src/components/MapContainer.vue,vuejs_vue_issues_11379,3072.0,18.0,1.0,vue-cli-service build  --target wc --name openlayers-vue ./src/components/MapContainer.vue,vuejs_vue_issues_11379
3109,3109.0,21.0,1.0,> **Beautiful example pages**,twbs_bootstrap_issues_25215,3109.0,21.0,0.0,> **Beautiful example pages**,twbs_bootstrap_issues_25215
3110,3110.0,22.0,1.0,> **Custom documentation**,twbs_bootstrap_issues_25215,3110.0,22.0,0.0,> **Custom documentation**,twbs_bootstrap_issues_25215
3111,3111.0,23.0,1.0,"> Several brand new, custom components",twbs_bootstrap_issues_25215,3111.0,23.0,0.0,"> Several brand new, custom components",twbs_bootstrap_issues_25215
3112,3112.0,24.0,1.0,> **Source Less and JavaScript files**,twbs_bootstrap_issues_25215,3112.0,24.0,0.0,> **Source Less and JavaScript files**,twbs_bootstrap_issues_25215
3113,3113.0,25.0,1.0,> Easy build tools with Gulp,twbs_bootstrap_issues_25215,3113.0,25.0,0.0,> Easy build tools with Gulp,twbs_bootstrap_issues_25215
3296,3296.0,22.0,0.0,src/playground/src/views/main.handlebars[error] No parser could be inferred for file: src/playground/src/views/main.handlebars,prettier_prettier_issues_8631,3296.0,22.0,1.0,src/playground/src/views/main.handlebars[error] No parser could be inferred for file: src/playground/src/views/main.handlebars,prettier_prettier_issues_8631
3316,3316.0,18.0,0.0,"Path A (`node_modules` dne, node@X):",yarnpkg_yarn_issues_2241,3316.0,18.0,1.0,"Path A (`node_modules` dne, node@X):",yarnpkg_yarn_issues_2241
3319,3319.0,21.0,0.0,"Path B: (`node_modules` built for node@X, node@Y)",yarnpkg_yarn_issues_2241,3319.0,21.0,1.0,"Path B: (`node_modules` built for node@X, node@Y)",yarnpkg_yarn_issues_2241
3320,3320.0,22.0,0.0,"- **Current, non-ideal**: `yarn install` => binaries for node@X",yarnpkg_yarn_issues_2241,3320.0,22.0,1.0,"- **Current, non-ideal**: `yarn install` => binaries for node@X",yarnpkg_yarn_issues_2241
3321,3321.0,23.0,0.0,- &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;**Ideal**: `yarn install` => binaries for **node@Y**,yarnpkg_yarn_issues_2241,3321.0,23.0,1.0,- &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;**Ideal**: `yarn install` => binaries for **node@Y**,yarnpkg_yarn_issues_2241
3455,3455.0,68.0,0.0,"<li><strong>revamp:</strong> revamp the entire lib (backward compatible) (<a href=""https://urls.greenkeeper.io/kentcdodds/cross-env/pull/63"" class=""issue-link js-issue-link"" data-url=""https://github.com/kentcdodds/cross-env/issues/63"" data-id=""211885009"" data-error-text=""Failed to load issue title"" data-permission-text=""Issue title is private"">#63</a>) (<a href=""https://urls.greenkeeper.io/kentcdodds/cross-env/commit/dad00c46"">dad00c46</a>)</li>",mui_material-ui_issues_6281,3455.0,68.0,1.0,"<li><strong>revamp:</strong> revamp the entire lib (backward compatible) (<a href=""https://urls.greenkeeper.io/kentcdodds/cross-env/pull/63"" class=""issue-link js-issue-link"" data-url=""https://github.com/kentcdodds/cross-env/issues/63"" data-id=""211885009"" data-error-text=""Failed to load issue title"" data-permission-text=""Issue title is private"">#63</a>) (<a href=""https://urls.greenkeeper.io/kentcdodds/cross-env/commit/dad00c46"">dad00c46</a>)</li>",mui_material-ui_issues_6281
3472,3472.0,85.0,0.0,<summary>Not sure how things should work exactly?</summary>,mui_material-ui_issues_6281,3472.0,85.0,1.0,<summary>Not sure how things should work exactly?</summary>,mui_material-ui_issues_6281
3481,3481.0,94.0,0.0,Your [Greenkeeper](https://greenkeeper.io) Bot :palm_tree:,mui_material-ui_issues_6281,3481.0,94.0,1.0,Your [Greenkeeper](https://greenkeeper.io) Bot :palm_tree:,mui_material-ui_issues_6281
3518,3518.0,0.0,1.0,"Assertion failed: ((start) <= (end)), function SliceOnto, file ../src/smalloc.cc",nodejs_node_issues_661,3518.0,0.0,0.0,"Assertion failed: ((start) <= (end)), function SliceOnto, file ../src/smalloc.cc",nodejs_node_issues_661
3530,3530.0,12.0,0.0,"`To: Foo bar <foobar@foobar>, foo bar <foobar@foobar>`",nodejs_node_issues_661,3530.0,12.0,1.0,"`To: Foo bar <foobar@foobar>, foo bar <foobar@foobar>`",nodejs_node_issues_661
3543,3543.0,2.0,0.0,[Playground link](https://prettier.io/playground/#%7B%22content%22%3A%22export%20const%20foo%20%3D%20css%60%5Cn%26.foo%20.%24%7Bbar%7D%3A%3Abefore%2C%26.foo%5Bvalue%3D%5C%22hello%5C%22%5D%20.%24%7Bbar%7D%3A%3Abefore%20%7B%5Cn%5Ctposition%3A%20absolute%3B%5Cn%7D%5Cn%60%3B%5Cn%22%2C%22options%22%3A%7B%22ast%22%3Afalse%2C%22bracketSpacing%22%3Atrue%2C%22doc%22%3Afalse%2C%22jsxBracketSameLine%22%3Afalse%2C%22output2%22%3Afalse%2C%22parser%22%3A%22typescript%22%2C%22printWidth%22%3A80%2C%22semi%22%3Atrue%2C%22singleQuote%22%3Afalse%2C%22tabWidth%22%3A4%2C%22trailingComma%22%3A%22none%22%2C%22useTabs%22%3Afalse%7D%7D),prettier_prettier_issues_2883,3543.0,2.0,1.0,[Playground link](https://prettier.io/playground/#%7B%22content%22%3A%22export%20const%20foo%20%3D%20css%60%5Cn%26.foo%20.%24%7Bbar%7D%3A%3Abefore%2C%26.foo%5Bvalue%3D%5C%22hello%5C%22%5D%20.%24%7Bbar%7D%3A%3Abefore%20%7B%5Cn%5Ctposition%3A%20absolute%3B%5Cn%7D%5Cn%60%3B%5Cn%22%2C%22options%22%3A%7B%22ast%22%3Afalse%2C%22bracketSpacing%22%3Atrue%2C%22doc%22%3Afalse%2C%22jsxBracketSameLine%22%3Afalse%2C%22output2%22%3Afalse%2C%22parser%22%3A%22typescript%22%2C%22printWidth%22%3A80%2C%22semi%22%3Atrue%2C%22singleQuote%22%3Afalse%2C%22tabWidth%22%3A4%2C%22trailingComma%22%3A%22none%22%2C%22useTabs%22%3Afalse%7D%7D),prettier_prettier_issues_2883
3687,3687.0,110.0,1.0,Example output with `12.15.0`:,nodejs_node_issues_32035,3687.0,110.0,0.0,Example output with `12.15.0`:,nodejs_node_issues_32035
3959,3959.0,228.0,1.0,GitHub Page Repository: https://github.com/hackjutsu/hackjutsu.github.io,hexojs_hexo_issues_2271,3959.0,228.0,0.0,GitHub Page Repository: https://github.com/hackjutsu/hackjutsu.github.io,hexojs_hexo_issues_2271
3985,3985.0,8.0,1.0, _View navbar docs >>_,twbs_bootstrap_issues_20839,3985.0,8.0,0.0, _View navbar docs >>_,twbs_bootstrap_issues_20839
4120,4120.0,9.0,1.0,"> error Not enoguh arguments, expected at least 1",yarnpkg_yarn_issues_1048,4120.0,9.0,0.0,"> error Not enoguh arguments, expected at least 1",yarnpkg_yarn_issues_1048
4242,4242.0,47.0,1.0,"[Ajax with ""year"" condition ](https://prnt.sc/12iol10)",chartjs_Chart.js_issues_9028,4242.0,47.0,0.0,"[Ajax with ""year"" condition ](https://prnt.sc/12iol10)",chartjs_Chart.js_issues_9028
4344,4344.0,7.0,0.0,"## 🎛 Configuration (.babelrc, package.json, cli command)",parcel-bundler_parcel_issues_4347,4344.0,7.0,1.0,"## 🎛 Configuration (.babelrc, package.json, cli command)",parcel-bundler_parcel_issues_4347
4449,4449.0,3.0,0.0,Node v10.11.0,hexojs_hexo_issues_3474,4449.0,3.0,1.0,Node v10.11.0,hexojs_hexo_issues_3474
4697,4697.0,6.0,1.0,"`flex:1` can directly use in a component,but in html css, it supposed a flex attribute in its parent.",facebook_react_issues_6499,4697.0,6.0,0.0,"`flex:1` can directly use in a component,but in html css, it supposed a flex attribute in its parent.",facebook_react_issues_6499
4703,4703.0,3.0,1.0,"> Beyond getting started with the Bootstrap core, there are ways to use Bootstrap in other tools and services",twbs_bootstrap_issues_7377,4703.0,3.0,0.0,"> Beyond getting started with the Bootstrap core, there are ways to use Bootstrap in other tools and services",twbs_bootstrap_issues_7377
4864,4864.0,3.0,1.0,[This calling of setState](https://github.com/callemall/material-ui/blob/master/src/internal/EnhancedSwitch.js#L230) in handleBlur causes handleChange not to trigger.,mui_material-ui_issues_8669,4864.0,3.0,0.0,[This calling of setState](https://github.com/callemall/material-ui/blob/master/src/internal/EnhancedSwitch.js#L230) in handleBlur causes handleChange not to trigger.,mui_material-ui_issues_8669
4917,4917.0,14.0,0.0,- [X] r82,mrdoob_three.js_issues_10238,4917.0,14.0,1.0,- [X] r82,mrdoob_three.js_issues_10238
4918,4918.0,15.0,0.0,- [ ] ...,mrdoob_three.js_issues_10238,4918.0,15.0,1.0,- [ ] ...,mrdoob_three.js_issues_10238
5080,5080.0,37.0,0.0,"Add any other context about the problem here. If applicable, add screenshots to help explain.",axios_axios_issues_3078,5080.0,37.0,1.0,"Add any other context about the problem here. If applicable, add screenshots to help explain.",axios_axios_issues_3078
5082,5082.0,1.0,0.0,This test also seems to be incorrect for IE7. IE7 definitely does not support window.postMessage. The test run in IE7 returns true because window.postMessage in IE7 returns {}. Why IE7 returns {} for window.postMessage I have no idea.,Modernizr_Modernizr_issues_516,5082.0,1.0,1.0,This test also seems to be incorrect for IE7. IE7 definitely does not support window.postMessage. The test run in IE7 returns true because window.postMessage in IE7 returns {}. Why IE7 returns {} for window.postMessage I have no idea.,Modernizr_Modernizr_issues_516
5230,5230.0,0.0,1.0,chr0me,nwjs_nw.js_issues_6225,5230.0,0.0,0.0,chr0me,nwjs_nw.js_issues_6225
5239,5239.0,9.0,0.0,======== TEMPLATE BUG FORM ========,nwjs_nw.js_issues_6225,5239.0,9.0,1.0,======== TEMPLATE BUG FORM ========,nwjs_nw.js_issues_6225
5338,5338.0,22.0,0.0,- [x] r92,mrdoob_three.js_issues_14043,5338.0,22.0,1.0,- [x] r92,mrdoob_three.js_issues_14043
5339,5339.0,23.0,0.0,- [ ] ...,mrdoob_three.js_issues_14043,5339.0,23.0,1.0,- [ ] ...,mrdoob_three.js_issues_14043
5386,5386.0,7.0,0.0,2. ??,mui_material-ui_issues_30313,5386.0,7.0,1.0,2. ??,mui_material-ui_issues_30313
5647,5647.0,0.0,0.0,[1.6.2 beta 12] Cannot read property 'Dependency' of undefined,meteor_meteor_issues_9727,5647.0,0.0,1.0,[1.6.2 beta 12] Cannot read property 'Dependency' of undefined,meteor_meteor_issues_9727
5671,5671.0,3.0,1.0,Usage > Via Data Attributes,twbs_bootstrap_issues_14770,5671.0,3.0,0.0,Usage > Via Data Attributes,twbs_bootstrap_issues_14770
6114,6114.0,3.0,1.0,"UI has: ['Url', {target: 'Dashboard', host: 'http://localhost:3000'}],",transloadit_uppy_issues_803,6114.0,3.0,0.0,"UI has: ['Url', {target: 'Dashboard', host: 'http://localhost:3000'}],",transloadit_uppy_issues_803
6502,6502.0,3.0,1.0,Refs #16834.,twbs_bootstrap_issues_20280,6502.0,3.0,0.0,Refs #16834.,twbs_bootstrap_issues_20280
