,Unnamed: 0,Unnamed: 0.1,target1,doc1,origin,Unnamed: 0,Unnamed: 0.1,target2,doc2,origin
1084,1084.0,9.0,0.0,"`client <---> predictor <---> server`, where `predictor` is actually akin to `inception_client.py`. However, `predictor` returns the result future to `client`, which then figures out which callbacks to attach depending on why it requested this particular prediction. Since `predictor` has a list of available servers it can submit to, it would be great if there was some way for `predictor` to work like:",tensorflow_serving_issues_60,1084.0,9.0,1.0,"`client <---> predictor <---> server`, where `predictor` is actually akin to `inception_client.py`. However, `predictor` returns the result future to `client`, which then figures out which callbacks to attach depending on why it requested this particular prediction. Since `predictor` has a list of available servers it can submit to, it would be great if there was some way for `predictor` to work like:",tensorflow_serving_issues_60
2031,2031.0,34.0,1.0,### Exact Steps to Reproduce,tensorflow_serving_issues_1768,2031.0,34.0,0.0,### Exact Steps to Reproduce,tensorflow_serving_issues_1768
2034,2034.0,37.0,0.0, * sudo docker run -it -p 8500:8500 tensorflow/serving:latest-devel-gpu,tensorflow_serving_issues_1768,2034.0,37.0,1.0, * sudo docker run -it -p 8500:8500 tensorflow/serving:latest-devel-gpu,tensorflow_serving_issues_1768
2101,2101.0,55.0,0.0,`f == g` and `f != g` should not cause a compilation error if `f` and `g` are external functions (or variables of an external function type) with the same signature. The comparison should always return `false` if they belong to different contracts. If should return `true` if and only if both the address and the selector are identical.,ethereum_solidity_issues_12411,2101.0,55.0,1.0,`f == g` and `f != g` should not cause a compilation error if `f` and `g` are external functions (or variables of an external function type) with the same signature. The comparison should always return `false` if they belong to different contracts. If should return `true` if and only if both the address and the selector are identical.,ethereum_solidity_issues_12411
2209,2209.0,0.0,1.0,Pokemon.Alpha.Sapphire,citra-emu_citra_issues_3065,2209.0,0.0,0.0,Pokemon.Alpha.Sapphire,citra-emu_citra_issues_3065
2443,2443.0,0.0,0.0,-DHEADLESS=on -DJSONRPC=off # fails to compile,ethereum_aleth_issues_1450,2443.0,0.0,1.0,-DHEADLESS=on -DJSONRPC=off # fails to compile,ethereum_aleth_issues_1450
2501,2501.0,4.0,1.0,Message,VowpalWabbit_vowpal_wabbit_issues_1236,2501.0,4.0,0.0,Message,VowpalWabbit_vowpal_wabbit_issues_1236
2504,2504.0,7.0,1.0,Message,VowpalWabbit_vowpal_wabbit_issues_1236,2504.0,7.0,0.0,Message,VowpalWabbit_vowpal_wabbit_issues_1236
2521,2521.0,4.0,0.0,"Auto-detecting all available GPUs... Detected 1 GPU(s), using 1 of them starting at GPU 0.",CMU-Perceptual-Computing-Lab_openpose_issues_382,2521.0,4.0,1.0,"Auto-detecting all available GPUs... Detected 1 GPU(s), using 1 of them starting at GPU 0.",CMU-Perceptual-Computing-Lab_openpose_issues_382
2522,2522.0,5.0,0.0,Starting thread(s),CMU-Perceptual-Computing-Lab_openpose_issues_382,2522.0,5.0,1.0,Starting thread(s),CMU-Perceptual-Computing-Lab_openpose_issues_382
2549,2549.0,0.0,0.0,Running   example/mnist_saved_model /tmp/mnist_model  error _pywrap_tensorflow_internal.so: undefined symbol: PyClass_Type,tensorflow_serving_issues_787,2549.0,0.0,1.0,Running   example/mnist_saved_model /tmp/mnist_model  error _pywrap_tensorflow_internal.so: undefined symbol: PyClass_Type,tensorflow_serving_issues_787
2651,2651.0,23.0,0.0,Launch --wait-for-debugger.,xenia-project_xenia_issues_41,2651.0,23.0,1.0,Launch --wait-for-debugger.,xenia-project_xenia_issues_41
2659,2659.0,3.0,1.0,[Release notes of Solidity 0.8.2](https://github.com/ethereum/solidity/releases/tag/v0.8.2) announces following:,ethereum_solidity_issues_11195,2659.0,3.0,0.0,[Release notes of Solidity 0.8.2](https://github.com/ethereum/solidity/releases/tag/v0.8.2) announces following:,ethereum_solidity_issues_11195
2798,2798.0,142.0,1.0,**package.json**,ethereum_solidity_issues_11195,2798.0,142.0,0.0,**package.json**,ethereum_solidity_issues_11195
2866,2866.0,0.0,0.0,pcl::kinfuLS::WorldModel unresolved building pcl_gpu_kinfu_large_scale,PointCloudLibrary_pcl_issues_1198,2866.0,0.0,1.0,pcl::kinfuLS::WorldModel unresolved building pcl_gpu_kinfu_large_scale,PointCloudLibrary_pcl_issues_1198
2967,2967.0,3.0,1.0,- [ ] Text input format,VowpalWabbit_vowpal_wabbit_issues_1785,2967.0,3.0,0.0,- [ ] Text input format,VowpalWabbit_vowpal_wabbit_issues_1785
2968,2968.0,4.0,1.0,- [ ] JSON input format,VowpalWabbit_vowpal_wabbit_issues_1785,2968.0,4.0,0.0,- [ ] JSON input format,VowpalWabbit_vowpal_wabbit_issues_1785
2969,2969.0,5.0,1.0,- [ ] DSJSON input format,VowpalWabbit_vowpal_wabbit_issues_1785,2969.0,5.0,0.0,- [ ] DSJSON input format,VowpalWabbit_vowpal_wabbit_issues_1785
2970,2970.0,6.0,1.0,- [ ] Options,VowpalWabbit_vowpal_wabbit_issues_1785,2970.0,6.0,0.0,- [ ] Options,VowpalWabbit_vowpal_wabbit_issues_1785
2971,2971.0,0.0,0.0,BACKTRACE 541b73 multithread,OpenRCT2_OpenRCT2_issues_9257,2971.0,0.0,1.0,BACKTRACE 541b73 multithread,OpenRCT2_OpenRCT2_issues_9257
2989,2989.0,1.0,1.0,"_From @phonikg on February 16, 2016 23:0_",ethereum_aleth_issues_3111,2989.0,1.0,0.0,"_From @phonikg on February 16, 2016 23:0_",ethereum_aleth_issues_3111
3081,3081.0,15.0,1.0,_No response_,OpenRCT2_OpenRCT2_issues_15480,3081.0,15.0,0.0,_No response_,OpenRCT2_OpenRCT2_issues_15480
3092,3092.0,26.0,1.0,_No response_,OpenRCT2_OpenRCT2_issues_15480,3092.0,26.0,0.0,_No response_,OpenRCT2_OpenRCT2_issues_15480
3206,3206.0,24.0,1.0,"Intel Core 2 Duo E8600 , GTX 780Ti , Windows 10 64 Bit",PCSX2_pcsx2_issues_1992,3206.0,24.0,0.0,"Intel Core 2 Duo E8600 , GTX 780Ti , Windows 10 64 Bit",PCSX2_pcsx2_issues_1992
3260,3260.0,0.0,1.0,PCSX2 and plugins don't handle non-ASCII pathnames well,PCSX2_pcsx2_issues_2478,3260.0,0.0,0.0,PCSX2 and plugins don't handle non-ASCII pathnames well,PCSX2_pcsx2_issues_2478
3286,3286.0,26.0,1.0,***PC specifications:*** Intel Core i5-8250U; Intel UHD Graphics 620 & AMD Radeon 530; Windows 10 64-bit,PCSX2_pcsx2_issues_2478,3286.0,26.0,0.0,***PC specifications:*** Intel Core i5-8250U; Intel UHD Graphics 620 & AMD Radeon 530; Windows 10 64-bit,PCSX2_pcsx2_issues_2478
3287,3287.0,0.0,0.0,BACKTRACE 09f020 Object::~Object -> SmallSceneryObject::scalar deleting destructor' -> ObjectManager::UnloadAll,OpenRCT2_OpenRCT2_issues_8517,3287.0,0.0,1.0,BACKTRACE 09f020 Object::~Object -> SmallSceneryObject::scalar deleting destructor' -> ObjectManager::UnloadAll,OpenRCT2_OpenRCT2_issues_8517
3514,3514.0,28.0,1.0,"> SO_OPENTYPE    Once set, affects whether subsequent sockets that are created will be non-overlapped. The possible values for this option are SO_SYNCHRONOUS_ALERT and SO_SYNCHRONOUS_NONALERT. This option should not be used. Instead use the WSASocket function and leave the WSA_FLAG_OVERLAPPED bit in the dwFlagsparameter turned off.",yhirose_cpp-httplib_issues_150,3514.0,28.0,0.0,"> SO_OPENTYPE    Once set, affects whether subsequent sockets that are created will be non-overlapped. The possible values for this option are SO_SYNCHRONOUS_ALERT and SO_SYNCHRONOUS_NONALERT. This option should not be used. Instead use the WSASocket function and leave the WSA_FLAG_OVERLAPPED bit in the dwFlagsparameter turned off.",yhirose_cpp-httplib_issues_150
3683,3683.0,0.0,0.0,vk_memory_manager.cpp:Commit:153: Unreachable code!  Ran out of VRAM!,yuzu-emu_yuzu_issues_3523,3683.0,0.0,1.0,vk_memory_manager.cpp:Commit:153: Unreachable code!  Ran out of VRAM!,yuzu-emu_yuzu_issues_3523
3719,3719.0,36.0,0.0,Here is the log file:,yuzu-emu_yuzu_issues_3523,3719.0,36.0,1.0,Here is the log file:,yuzu-emu_yuzu_issues_3523
3868,3868.0,18.0,1.0,_No response_,OpenRCT2_OpenRCT2_issues_15196,3868.0,18.0,0.0,_No response_,OpenRCT2_OpenRCT2_issues_15196
4145,4145.0,5.0,1.0,"AVX2, Using OpenGL",PCSX2_pcsx2_issues_1865,4145.0,5.0,0.0,"AVX2, Using OpenGL",PCSX2_pcsx2_issues_1865
4195,4195.0,0.0,0.0,BACKTRACE d28834,OpenRCT2_OpenRCT2_issues_8333,4195.0,0.0,1.0,BACKTRACE d28834,OpenRCT2_OpenRCT2_issues_8333
4213,4213.0,1.0,0.0,develop ce205,ethereum_aleth_issues_2001,4213.0,1.0,1.0,develop ce205,ethereum_aleth_issues_2001
4429,4429.0,3.0,1.0,"**Ubuntu 16.04,Cuda 9.0,cuDNN 7.0,Nvidia Driver Version--384.111(suitable for both P6000 and M6000).**",CMU-Perceptual-Computing-Lab_openpose_issues_509,4429.0,3.0,0.0,"**Ubuntu 16.04,Cuda 9.0,cuDNN 7.0,Nvidia Driver Version--384.111(suitable for both P6000 and M6000).**",CMU-Perceptual-Computing-Lab_openpose_issues_509
4469,4469.0,15.0,1.0,_No response_,OpenRCT2_OpenRCT2_issues_15844,4469.0,15.0,0.0,_No response_,OpenRCT2_OpenRCT2_issues_15844
4531,4531.0,39.0,1.0,- @avih @gregory38 FYI.,PCSX2_pcsx2_issues_1482,4531.0,39.0,0.0,- @avih @gregory38 FYI.,PCSX2_pcsx2_issues_1482
4541,4541.0,2.0,1.0,OS: Linux/flatpak,olive-editor_olive_issues_369,4541.0,2.0,0.0,OS: Linux/flatpak ,olive-editor_olive_issues_369
4669,4669.0,91.0,1.0,Serve the generated saved_model with Tensorflow serving.,tensorflow_serving_issues_1409,4669.0,91.0,0.0,Serve the generated saved_model with Tensorflow serving.,tensorflow_serving_issues_1409
4670,4670.0,92.0,1.0,Now make requests to it.,tensorflow_serving_issues_1409,4670.0,92.0,0.0,Now make requests to it.,tensorflow_serving_issues_1409
4672,4672.0,94.0,1.0,Example body for custom estimators:,tensorflow_serving_issues_1409,4672.0,94.0,0.0,Example body for custom estimators:,tensorflow_serving_issues_1409
4680,4680.0,102.0,1.0,Example body for the canned estimator:,tensorflow_serving_issues_1409,4680.0,102.0,0.0,Example body for the canned estimator:,tensorflow_serving_issues_1409
5005,5005.0,1.0,1.0,"_From @bobsummerwill on February 16, 2016 21:18_",ethereum_aleth_issues_3109,5005.0,1.0,0.0,"_From @bobsummerwill on February 16, 2016 21:18_",ethereum_aleth_issues_3109
5013,5013.0,9.0,1.0,_Copied from original issue: ethereum/webthree-umbrella#225_,ethereum_aleth_issues_3109,5013.0,9.0,0.0,_Copied from original issue: ethereum/webthree-umbrella#225_,ethereum_aleth_issues_3109
5363,5363.0,126.0,0.0,* OS: `uname -a`,vesoft-inc_nebula_issues_3434,5363.0,126.0,1.0,* OS: `uname -a`,vesoft-inc_nebula_issues_3434
5364,5364.0,127.0,0.0,* Compiler: `g++ --version` or `clang++ --version`,vesoft-inc_nebula_issues_3434,5364.0,127.0,1.0,* Compiler: `g++ --version` or `clang++ --version`,vesoft-inc_nebula_issues_3434
5365,5365.0,128.0,0.0,* CPU: `lscpu`,vesoft-inc_nebula_issues_3434,5365.0,128.0,1.0,* CPU: `lscpu`,vesoft-inc_nebula_issues_3434
5366,5366.0,129.0,0.0,* Commit id (e.g. `a3ffc7d8`),vesoft-inc_nebula_issues_3434,5366.0,129.0,1.0,* Commit id (e.g. `a3ffc7d8`),vesoft-inc_nebula_issues_3434
5372,5372.0,135.0,1.0,1. Step 1,vesoft-inc_nebula_issues_3434,5372.0,135.0,0.0,1. Step 1,vesoft-inc_nebula_issues_3434
5373,5373.0,136.0,1.0,2. Step 2,vesoft-inc_nebula_issues_3434,5373.0,136.0,0.0,2. Step 2,vesoft-inc_nebula_issues_3434
5374,5374.0,137.0,1.0,3. Step 3,vesoft-inc_nebula_issues_3434,5374.0,137.0,0.0,3. Step 3,vesoft-inc_nebula_issues_3434
5485,5485.0,3.0,0.0,_Originally opened as https://github.com/jclinton/K2/issues/4_,google_tink_issues_37,5485.0,3.0,1.0,_Originally opened as https://github.com/jclinton/K2/issues/4_,google_tink_issues_37
5493,5493.0,1.0,1.0,"_From @LefterisJP on February 11, 2016 17:15_",ethereum_aleth_issues_3104,5493.0,1.0,0.0,"_From @LefterisJP on February 11, 2016 17:15_",ethereum_aleth_issues_3104
5510,5510.0,12.0,0.0,causes `..\..\..\Client\Serializer.cpp:54` instead of `Client\Serializer.cpp:54` or just `Serializer.cpp:54`,gabime_spdlog_issues_2191,5510.0,12.0,1.0,causes `..\..\..\Client\Serializer.cpp:54` instead of `Client\Serializer.cpp:54` or just `Serializer.cpp:54`,gabime_spdlog_issues_2191
5692,5692.0,20.0,0.0,![image](https://user-images.githubusercontent.com/7122670/62954406-568c1380-bdbd-11e9-9658-1cf855200364.png),tensorflow_serving_issues_1417,5692.0,20.0,1.0,![image](https://user-images.githubusercontent.com/7122670/62954406-568c1380-bdbd-11e9-9658-1cf855200364.png),tensorflow_serving_issues_1417
5700,5700.0,6.0,1.0,"**Platform** <!-- e.g. Windows 10, Ubuntu 20.04 or macOS 10.15 -->",olive-editor_olive_issues_1496,5700.0,6.0,0.0,"**Platform** <!-- e.g. Windows 10, Ubuntu 20.04 or macOS 10.15 -->",olive-editor_olive_issues_1496
5749,5749.0,14.0,1.0,-->,yuzu-emu_yuzu_issues_1573,5749.0,14.0,0.0,-->,yuzu-emu_yuzu_issues_1573
5917,5917.0,57.0,0.0,    - **Operating system** (`lsb_release -a` in Ubuntu): Windows 10,CMU-Perceptual-Computing-Lab_openpose_issues_683,5917.0,57.0,1.0,    - **Operating system** (`lsb_release -a` in Ubuntu): Windows 10,CMU-Perceptual-Computing-Lab_openpose_issues_683
6104,6104.0,1.0,0.0,develop ce205f3,ethereum_aleth_issues_1993,6104.0,1.0,1.0,develop ce205f3,ethereum_aleth_issues_1993
6149,6149.0,1.0,0.0,"- Debugger version: Jun 22 2020, 14:18:43.",x64dbg_x64dbg_issues_2409,6149.0,1.0,1.0,"- Debugger version: Jun 22 2020, 14:18:43.",x64dbg_x64dbg_issues_2409
6150,6150.0,2.0,0.0,- Operating system version: Windows 10 1903,x64dbg_x64dbg_issues_2409,6150.0,2.0,1.0,- Operating system version: Windows 10 1903,x64dbg_x64dbg_issues_2409
6153,6153.0,2.0,0.0,"RangeImage::getImagePoint (const Eigen::Vector3f& point, float& image_x, float& image_y, float& range) const `",PointCloudLibrary_pcl_issues_4606,6153.0,2.0,1.0,"RangeImage::getImagePoint (const Eigen::Vector3f& point, float& image_x, float& image_y, float& range) const `",PointCloudLibrary_pcl_issues_4606
6178,6178.0,0.0,0.0,BACKTRACE f70a0a window_close,OpenRCT2_OpenRCT2_issues_9439,6178.0,0.0,1.0,BACKTRACE f70a0a window_close,OpenRCT2_OpenRCT2_issues_9439
6280,6280.0,31.0,1.0,GTX 1080 Ti,PCSX2_pcsx2_issues_5384,6280.0,31.0,0.0,GTX 1080 Ti,PCSX2_pcsx2_issues_5384
6308,6308.0,5.0,1.0,"As the instruction of  this link: ""https://github.com/facebookresearch/wav2letter/tree/master/tutorials/1-librispeech_clean""",flashlight_wav2letter_issues_386,6308.0,5.0,0.0,"As the instruction of  this link: ""https://github.com/facebookresearch/wav2letter/tree/master/tutorials/1-librispeech_clean""",flashlight_wav2letter_issues_386
6349,6349.0,20.0,1.0,1. Step 1,vesoft-inc_nebula_issues_2498,6349.0,20.0,0.0,1. Step 1,vesoft-inc_nebula_issues_2498
6350,6350.0,21.0,1.0,2. Step 2,vesoft-inc_nebula_issues_2498,6350.0,21.0,0.0,2. Step 2,vesoft-inc_nebula_issues_2498
6351,6351.0,22.0,1.0,3. Step 3,vesoft-inc_nebula_issues_2498,6351.0,22.0,0.0,3. Step 3,vesoft-inc_nebula_issues_2498
6360,6360.0,0.0,0.0,BACKTRACE 8c4e50 SleepEx,OpenRCT2_OpenRCT2_issues_10583,6360.0,0.0,1.0,BACKTRACE 8c4e50 SleepEx,OpenRCT2_OpenRCT2_issues_10583
6451,6451.0,8.0,1.0,i7-6700k @ 4GHZ,yuzu-emu_yuzu_issues_2102,6451.0,8.0,0.0,i7-6700k @ 4GHZ,yuzu-emu_yuzu_issues_2102
6452,6452.0,9.0,1.0,16GB RAM,yuzu-emu_yuzu_issues_2102,6452.0,9.0,0.0,16GB RAM,yuzu-emu_yuzu_issues_2102
6520,6520.0,0.0,0.0,"[0eccba] openrct2.exe: S4Importer::ReadAndDecodeS4, S4Importer::LoadFromStream, OpenRCT2::FileStream::SetPosition, OpenRCT2::...",OpenRCT2_OpenRCT2_issues_13852,6520.0,0.0,1.0,"[0eccba] openrct2.exe: S4Importer::ReadAndDecodeS4, S4Importer::LoadFromStream, OpenRCT2::FileStream::SetPosition, OpenRCT2::...",OpenRCT2_OpenRCT2_issues_13852
